Datum,Ponovljena,Opstina,Pocetna Cena,Procenjena Vrednost,%,Tip,Kategorija,Opis,Link
2025-03-07,True,Трстеник,10000.0,20000.0,50.0,Pokretnosti,Електронска и рачунарска опрема или део,ближе описано у закључку,https://eaukcija.sud.rs/#/aukcije/124833
2025-03-07,True,Трстеник,15000.0,30000.0,50.0,Pokretnosti,Остала опрема или деоо,ближе описано у закључку,https://eaukcija.sud.rs/#/aukcije/124834
2025-03-07,True,Чачак-град,120000.0,240000.0,50.0,Pokretnosti,Путничко возило или део,"Моторно возило „RENAULT MODUS“  регистарских ознака ČA105-FA, година производње 2006, снага 63 kw, запремина 1461, гориво дизел, датум важења регистрације возила до  16.07.2025.године",https://eaukcija.sud.rs/#/aukcije/124839
2025-03-07,False,Крушевац-град,6300.0,9000.0,70.0,Pokretnosti,Покретне ствари,"Телевизор лед, димензија 42 инча, марке „VIVAX“, црне боје, обележен маркицом јавног извршитеља АА 124089,  ",https://eaukcija.sud.rs/#/aukcije/124847
2025-03-07,False,Крушевац-град,1050.0,1500.0,70.0,Pokretnosti,Покретне ствари,"Комода мања, иверица, буква боја, 1 врата обележена маркицом јавног извршитеља АА 124090,  ",https://eaukcija.sud.rs/#/aukcije/124848
2025-03-07,False,Крушевац-град,2100.0,3000.0,70.0,Pokretnosti,Покретне ствари,"Клуб сто, иверица браон боје, обележен маркицом јавног извршитеља АА 124091, ",https://eaukcija.sud.rs/#/aukcije/124849
2025-03-07,False,Крушевац-град,11200.0,16000.0,70.0,Pokretnosti,Покретне ствари,"Гарнитура (тросед, двосед и фотеља), дрво – мебл, црне боје, обележена маркицом јавног извршитеља АА 124092,  ",https://eaukcija.sud.rs/#/aukcije/124850
2025-03-07,False,Крушевац-град,8400.0,12000.0,70.0,Pokretnosti,Покретне ствари,"Кухиња (судопера, радни сто, фиокар и 4 висећа елемента) иверица браон – беле боје, обележена маркицом јавног извршитеља АА 124093,  ",https://eaukcija.sud.rs/#/aukcije/124851
2025-03-07,False,Крушевац-град,3150.0,4500.0,70.0,Pokretnosti,Покретне ствари,"Микроталасна пећ марке „LG“, беле боје, обележена маркицом јавног извршитеља АА 124094,  ",https://eaukcija.sud.rs/#/aukcije/124852
2025-03-07,False,Крушевац-град,5600.0,8000.0,70.0,Pokretnosti,Покретне ствари,"Веш машина, марке „INDESIT“, беле боје, обележена маркицом јавног извршитеља АА 124095,  ",https://eaukcija.sud.rs/#/aukcije/124853
2025-03-07,False,Крушевац-град,2450.0,3500.0,70.0,Pokretnosti,Покретне ствари,"Ормарић са огледалом, медијапан, беле боје, обележен маркицом јавног извршитеља АА 124096,  ",https://eaukcija.sud.rs/#/aukcije/124854
2025-03-07,False,Крушевац-град,5250.0,7500.0,70.0,Pokretnosti,Покретне ствари,"Витрина иверица са монитором марке „PHILIPS“, обележена маркицом јавног извршитеља АА 124097,  ",https://eaukcija.sud.rs/#/aukcije/124855
2025-03-07,False,Крушевац-град,1400.0,2000.0,70.0,Pokretnosti,Покретне ствари,"Гардеробер двокрилни, иверица боје буква старији, обележен маркицом јавног извршитеља АА 124098,  ",https://eaukcija.sud.rs/#/aukcije/124856
2025-03-07,True,Чачак-град,18000.0,36000.0,50.0,Pokretnosti,Покретне ствари,музички апарат за снимање звука,https://eaukcija.sud.rs/#/aukcije/124857
2025-03-07,True,Чачак-град,3000.0,6000.0,50.0,Pokretnosti,Покретне ствари,самсунг,https://eaukcija.sud.rs/#/aukcije/124858
2025-03-07,True,Чачак-град,3000.0,6000.0,50.0,Pokretnosti,Покретне ствари,непозната конфигурација са Лос монитором,https://eaukcija.sud.rs/#/aukcije/124859
2025-03-07,True,Чачак-град,1000.0,2000.0,50.0,Pokretnosti,Покретне ствари,Philips,https://eaukcija.sud.rs/#/aukcije/124860
2025-03-07,True,Чачак-град,12000.0,24000.0,50.0,Pokretnosti,Покретне ствари,Navigator,https://eaukcija.sud.rs/#/aukcije/124861
2025-03-07,True,Чачак-град,1000.0,2000.0,50.0,Pokretnosti,Покретне ствари,27 инча,https://eaukcija.sud.rs/#/aukcije/124862
2025-03-07,True,Чачак-град,1500.0,3000.0,50.0,Pokretnosti,Покретне ствари,"иваерица, беж",https://eaukcija.sud.rs/#/aukcije/124863
2025-03-07,False,Крагујевац - град,5600.0,8000.0,70.0,Pokretnosti,Разна роба,-	Телевизор  марке “ FOX “  ,https://eaukcija.sud.rs/#/aukcije/124890
2025-03-07,False,Крагујевац - град,7000.0,10000.0,70.0,Pokretnosti,Разна роба,Веш машина марке “ VOX “  ,https://eaukcija.sud.rs/#/aukcije/124891
2025-03-07,False,Барајево,67189519.6,95985028.0,70.0,Pokretnosti,Индустријска опрема или део,Покретне ствари које представљају фукционалну целину-постројење које се све заједно продаје,https://eaukcija.sud.rs/#/aukcije/124893
2025-03-07,False,Чачак-град,17500.0,25000.0,70.0,Pokretnosti,Остала покретна имовина,"Телевизор ""FOX"", количина: 1, процењене вредности 25.000,00 динара, пописна маркица 1217",https://eaukcija.sud.rs/#/aukcije/124910
2025-03-07,False,Чачак-град,5600.0,8000.0,70.0,Pokretnosti,Остала покретна имовина,"Комода за ТВ, количина: 1, процењене вредности 8.000,00 динара, пописна маркица 1218",https://eaukcija.sud.rs/#/aukcije/124911
2025-03-07,False,Чачак-град,10500.0,15000.0,70.0,Pokretnosti,Остала покретна имовина,"Сточић, двосед и фотеља, количина: 1, процењене вредности 15.000,00 динара, пописна маркица 1219",https://eaukcija.sud.rs/#/aukcije/124912
2025-03-07,False,Чачак-град,3500.0,5000.0,70.0,Pokretnosti,Остала покретна имовина,"Микроталасна без ознака, количина: 1, процењене вредности 5.000,00 динара, пописна маркица 1220",https://eaukcija.sud.rs/#/aukcije/124913
2025-03-07,False,Чачак-град,16800.0,24000.0,70.0,Pokretnosti,Остала покретна имовина,"Веш машина ""Beko"", количина: 1, процењене вредности 24.000,00 динара, пописна маркица 1221",https://eaukcija.sud.rs/#/aukcije/124914
2025-03-07,False,Чачак-град,12600.0,18000.0,70.0,Pokretnosti,Остала покретна имовина,"Телевизор ""VOX"", количина: 1, процењене вредности 18.000,00 динара, пописна маркица 1222",https://eaukcija.sud.rs/#/aukcije/124915
2025-03-07,True,Ивањица,5331235.0,10662470.0,50.0,Nepokretnosti,Грађевинско земљиште,"Кп 331, укупне површине 596 м, састоји се из 4 дела, породична стамбена зграда, површине 90 м2, и помоћна зграда површине 48 м2",https://eaukcija.sud.rs/#/aukcije/124919
2025-03-07,False,Ивањица,1120000.0,1600000.0,70.0,Pokretnosti,Возило или део возила,"Теретно моторно возило, регистарских ознака IC047-GF модел „Scania R 164 LB4x2”, носивост 21000, маса 15607, снага мотора 353, дизел погонско гориво, зелене боје, година производње 2002, датум важења регистрације 12.03.2025.године",https://eaukcija.sud.rs/#/aukcije/124920
2025-03-07,False,Ваљево-град,84000.0,120000.0,70.0,Pokretnosti,Машина или део машине,"Професионални пекач за палачинке од росфраја, пописна маркица бр. 1253",https://eaukcija.sud.rs/#/aukcije/124923
2025-03-07,False,Ваљево-град,16800.0,24000.0,70.0,Pokretnosti,Електронска и рачунарска опрема или део,"Телевизор LED LG, пописна маркица број 1572",https://eaukcija.sud.rs/#/aukcije/124925
2025-03-07,False,Ваљево-град,12600.0,18000.0,70.0,Pokretnosti,Електронска и рачунарска опрема или део,"Клима уређај Frozzini, пописна маркица број1255",https://eaukcija.sud.rs/#/aukcije/124926
2025-03-07,True,Крагујевац - град,7500.0,15000.0,50.0,Pokretnosti,Покретне ствари,марке „Gorenje“,https://eaukcija.sud.rs/#/aukcije/124935
2025-03-07,True,Крагујевац - град,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,марке „VOX“ ,https://eaukcija.sud.rs/#/aukcije/124936
2025-03-07,False,Чачак-град,630000.0,900000.0,70.0,Pokretnosti,Остала покретна имовина,"Парна пећ ""DADEX D-PEK 4348"" са комором на дрва, количина: 1, процењене вредности 900.000,00 динара, пописна маркица 885",https://eaukcija.sud.rs/#/aukcije/124956
2025-03-07,False,Сурдулица,12600.0,18000.0,70.0,Pokretnosti,Покретне ствари,Кухиња са елементима,https://eaukcija.sud.rs/#/aukcije/124982
2025-03-07,False,Сурдулица,8400.0,12000.0,70.0,Pokretnosti,Покретне ствари,Веш машина марке Фаворит,https://eaukcija.sud.rs/#/aukcije/124983
2025-03-07,False,Сурдулица,4900.0,7000.0,70.0,Pokretnosti,Покретне ствари,Трпезаријски сто са шест столица,https://eaukcija.sud.rs/#/aukcije/124984
2025-03-07,False,Сурдулица,14000.0,20000.0,70.0,Pokretnosti,Покретне ствари,Угаона гарнитура црне боје,https://eaukcija.sud.rs/#/aukcije/124985
2025-03-07,False,Сурдулица,2800.0,4000.0,70.0,Pokretnosti,Покретне ствари,Комода витрина за тв,https://eaukcija.sud.rs/#/aukcije/124986
2025-03-07,False,Сурдулица,8400.0,12000.0,70.0,Pokretnosti,Покретне ствари,Двосед и фотеља црно беле боје,https://eaukcija.sud.rs/#/aukcije/124987
2025-03-07,False,Сурдулица,3500.0,5000.0,70.0,Pokretnosti,Покретне ствари,Звучник црно сиве боје,https://eaukcija.sud.rs/#/aukcije/124988
2025-03-07,False,Сурдулица,10500.0,15000.0,70.0,Pokretnosti,Покретне ствари,Регал дводелни,https://eaukcija.sud.rs/#/aukcije/124989
2025-03-07,False,Сурдулица,12600.0,18000.0,70.0,Pokretnosti,Покретне ствари,Телевизор марке Филипс,https://eaukcija.sud.rs/#/aukcije/124990
2025-03-07,False,Сурдулица,10500.0,15000.0,70.0,Pokretnosti,Покретне ствари,"Sony Play station 4 , беле боје",https://eaukcija.sud.rs/#/aukcije/124991
2025-03-07,False,Сурдулица,3500.0,5000.0,70.0,Pokretnosti,Покретне ствари,Звучник,https://eaukcija.sud.rs/#/aukcije/124992
2025-03-07,True,Суботица-град,3174218.12,6348436.25,50.0,Nepokretnosti,Непокретности,Ближе описано у закључку о продаји.,https://eaukcija.sud.rs/#/aukcije/125017
2025-03-07,False,Врање-град,5600.0,8000.0,70.0,Pokretnosti,Покретне ствари,Телевизор марке Тесла црне боје 32“,https://eaukcija.sud.rs/#/aukcije/125031
2025-03-07,False,Врање-град,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,Комода за ТВ вишеделна стакло иверица,https://eaukcija.sud.rs/#/aukcije/125032
2025-03-07,False,Врање-град,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,Угаона гарнитура,https://eaukcija.sud.rs/#/aukcije/125033
2025-03-07,False,Врање-град,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,Машина за прање посуђа Koncar беле боје,https://eaukcija.sud.rs/#/aukcije/125034
2025-03-07,True,Лесковац-град,14625.0,29250.0,50.0,Nepokretnosti,Непокретности,"ЗЕМЉИШТЕ – К.П. 704, уписанa у Лист непокретности 444 К.О. Стројковце, Општина Лесковац, површина парцеле 1950 м2, улица Лојзиште Доње Ливада, њива 5. класе, врста права: својина, облик својине-приватна, обим права-идеални део, удео 9/36.",https://eaukcija.sud.rs/#/aukcije/125035
2025-03-07,False,Врање-град,3500.0,5000.0,70.0,Pokretnosti,Покретне ствари,Ципеларник гардеробер са огледалом,https://eaukcija.sud.rs/#/aukcije/125036
2025-03-07,True,Лесковац-град,9370.62,18741.25,50.0,Nepokretnosti,Непокретности,"ЗЕМЉИШТЕ – К.П. 705, уписанa у Лист непокретности 444 К.О. Стројковце, Општина Лесковац, површина парцеле 2585 м2, улица Лојзиште Доње Ливада, шума 1. класе, врста права: својина, облик својине-приватна, обим права-идеални део, удео 9/36",https://eaukcija.sud.rs/#/aukcije/125037
